gene	Mesenchymal.progenitor_2	Mesenchymal.progenitor_8	Mesothelial_4	T.NK_20	Mesothelial_18	T.NK_11	Mesothelial_1	T.NK_22	T.NK_3	Monocyte.Macrophage_15	Mesothelial_13	T.NK_17	T.NK_19	B.cells_16	Endothelial_9	Neutrophils_5	Noise_7	Tumor_HGSOC_14	Mast.cells_25	EMT_24	T.NK_23	Lymphatic.endothelial_6	Plasma_21	T.NK_12	Plasmacytoid.dendritic_10
C16orf86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GFOD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0738	0	0	0	0	0	0	0.054	0	0	0
RANBP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSNAXIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPT	2e-04	3e-04	0	0	0.0011	0	0	0	0	4e-04	8e-04	0	0	0	0	0	0	0	0	0.0029	0	0	0	0	0
THAP11	0	0	0	6e-04	0	0	0	0.0038	8e-04	0.0011	0	0	0	0.003	0.0013	0	0	3e-04	0	0	0	0	0	4e-04	0
NUTF2	4e-04	3e-04	0.0027	7e-04	0.077	2e-04	0.0025	0.0105	9e-04	0.0136	0.0012	0.0013	0.0194	0.0043	0.0501	0	0.0059	0.3904	0.0048	0.0542	0	0.1016	0.0237	0.0069	0.0049
EDC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0
NRN1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSKH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0
PSMB10	0.0224	0.0109	0.0068	0.5149	0.0123	0.2739	0.0139	0.6014	0.2018	0.5587	0.0249	0.2896	0.7145	0.5628	0.1348	0.0778	0.1009	0.201	0.2158	0.0522	0.3162	0.1238	0.5091	0.7613	0.8659
LCAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A4	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0.0159	0	0	0
DPEP2	0	0	0	0	0	0	0	0	0	0.0115	0	0	0	0	0.0013	0.0016	0	0	0	0	0	0.1365	0	0	0
DUS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFATC3	0	0	0	0	0	0	0	0.0084	0	0	0	0	0	0	0.0013	0	0	3e-04	0.0048	0	0	0.0095	0	0	0
ESRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G15	0	0	0	0	0	0	0	0	0	0.0306	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0
SLC7A6	0.0063	0	0	8e-04	0	9e-04	0	0.0045	0.0062	1e-04	0	1e-04	0.0089	0	0	0	0	3e-04	0	0.0017	0.0031	0.0063	0	0	0.022
SLC7A6OS	0	0	0	0	0	0	0	9e-04	0	1e-04	0	0	0	0	0	0	0	2e-04	0	0	0	0.0032	0	0	0
PRMT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366
SMPD3	0	0	0.0124	1e-04	0.1916	2e-04	0.0862	7e-04	0	3e-04	0.0276	0	0	0.0013	6e-04	0	0.0178	0.0017	0	0	0	0	0.0042	0	2.1439
ZFP90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	4e-04	0
CDH3	0	0	1e-04	0	0.0204	0	8e-04	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0
CDH1	0	0	0	0	0.0011	0	0	0	0	0	0.0039	0	0	0	0	3e-04	0.0089	0.2424	0	0	0	0	0.0014	0	0
TANGO6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHTF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UTP4	4e-04	0	0	0	6e-04	0	0	0	0	0	0	0	0	0	0.0103	0	0	0	0	0.0017	0	0	0	0	0
SNTB2	0.4728	0.5668	0.503	0.3051	0.4915	0.2164	0.3474	0.3204	0.6175	0.0256	0.8225	0.127	0.0501	0.0307	1.7677	0.1046	0.2404	0.0403	0.1391	0.2	0.1458	1.4222	0.0042	0.0016	0.0146
VPS4A	1e-04	3e-04	1e-04	3e-04	2e-04	7e-04	1e-04	0.005	3e-04	5e-04	0.0058	0	0	0.0043	0.0424	0	0	0.001	0.0048	0.0041	0.0111	0.0857	0	0	0
COG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIP7	0.0217	0.0052	0.0148	0.0036	0.0043	0	1e-04	0.0055	5e-04	0	0.0109	0	0.0015	0.0081	0.1252	0	0	0.0101	0	0.0166	0	0.0603	0	0	0
TERF2	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	9e-04	0.0058	0	0	5e-04	0	0.0012	0	0.0095	0	0	0
CYB5B	1e-04	0	0	0.0022	0	0.0018	0	0.0493	0	0.0028	0	0	0.001	0.0077	0.0282	0	0	0.0099	0.0096	8e-04	0	0.0444	0	0.0024	0.0146
NFAT5	0.1445	0.0946	0.2605	0.1179	0.1562	0.1743	0.0467	0.2171	0.1041	0.2903	0.4169	0.0635	0.5055	0.1525	0.6772	0.0707	0.0861	0.0701	0.4436	0.2211	0.0309	0.8	0.0209	0.1423	0.1415
NQO1	0.0336	0.5396	0.0532	0	0.2104	0	0.2584	0	0	0	0.0218	0	0	0	0.0199	3e-04	0.0504	0.0869	0	0.005	0	0.0222	0	0	0
NOB1	3e-04	0	0.027	0	0.1772	0	0.1517	0	0	0	0.0089	0	5e-04	0.0038	0.0237	0	0.0208	0.0031	0	0.0029	0	0.0095	0	0	0
WWP2	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	6e-04	0.0038	0	3e-04	0	0	0	0	0.0084	0	0
PDPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0.0032	0	0	0
EXOSC6	0.0061	0.0091	0.001	0.1494	0.0032	0.0479	7e-04	0.1391	0.2289	0.0038	0.0051	0.1112	0.0467	0.2906	0.1483	0.0033	0.0119	0.0079	0.024	0.0091	0.3953	0.1016	0.0042	0.0024	0.4634
AARS	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0.001	0	0	0	0	0.0098	4e-04	0
DDX19B	0	0	0	0	0	0	0	9e-04	1e-04	1e-04	0	0	0	0.0013	0.0013	0	0	2e-04	0	0	0	0	0.0014	0.0012	0.0073
DDX19A	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0	6e-04	0	0	2e-04	0	4e-04	0	0	0	0	0
ST3GAL2	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0.1732
FCSK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COG4	0	3e-04	0	0	0	0	0	0	0	5e-04	0	0	0	0	0.0013	0	0	2e-04	0	0	0	0	0	0	0
SF3B3	8e-04	0.001	0	2e-04	5e-04	4e-04	6e-04	9e-04	1e-04	8e-04	0.0016	0	0.0015	0.0026	0.0109	0	0	0.0207	0.0096	0.0012	0.0025	0.0095	0.0014	0	0
IL34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTSS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4e-04	0	0.0032	0	0	0
VAC14	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0
HYDIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0
CMTR2	0	0	0	0	0	2e-04	0	0.0076	0	1e-04	0	0	0	0.003	6e-04	0	0	0	0	0	0	0.0032	0	0	0
CALB2	0	0	1.5284	0.0815	2.4191	0.1177	2.1526	0.1068	0.1691	0	1.3178	0.0696	0.0209	0.0349	0	0.1022	0.6855	0.0517	0.6571	0.246	0.0754	0.073	0	0	0
ZNF23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHST4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MARVELD3	0	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0	0	0.0281	0	0	0	0	0	0	0
PHLPP2	0	0	0	0	9e-04	0	1e-04	0	0	3e-04	0	0	0	0	6e-04	0	0	2e-04	0	0	0	0.0032	0	0	0.0488
AP1G1	3e-04	3e-04	5e-04	0.0365	0.0071	0.013	7e-04	0.024	0.0232	0.1082	0.0225	0.0097	0.0204	0.0588	0.016	0.0358	0	0.0019	0.036	0.0029	0.0142	0.0444	0.0014	4e-04	0.1195
ATXN1L	1e-04	0	0	4e-04	0	0	0	2e-04	0	9e-04	0	0	0	0	0	0	0	2e-04	0	0	0	0.0063	0	0	0
IST1	0.004	0.0031	0.0127	0.0657	0.0244	0.0485	0.0076	0.061	0.0625	0.1713	0.1177	0.025	0.0298	0.0908	0.0866	0.029	0.003	0.0188	0.0144	0.048	0.013	0.1302	0.0084	0.0141	0.0488
ZNF821	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	4e-04	0	0	0	0	0	4e-04	0	0	0	0	0
DHODH	2e-04	0	6e-04	0	0.0181	0	0.0028	0	0	0	4e-04	0	0	0	6e-04	0	0.003	0	0	0	0	0.0921	0	0	0
TXNL4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0
HP	0	0	3.2168	0.0789	4.6308	0.1537	3.4102	0.118	0.1886	0	2.1904	0.1602	0.0149	0.0311	0	0.245	1.3234	0.0346	0.259	0.2716	0.0945	0	0	0.0048	0
HPR	0	0	0	0	0.0014	0	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHX38	0	0	0	0.0013	0	0.0011	0	7e-04	0	5e-04	0	0	0	9e-04	0.0013	0	0	2e-04	0.0024	4e-04	0	0	0.0014	0	0.0073
ZFHX3	0.3499	0.8775	6e-04	0	0	9e-04	0	2e-04	0	0.3791	0.0089	0	0	0.0017	0.0205	0.0011	0.0297	0.0314	0.0264	0.0807	0	0.2317	0	0	0.0024
PSMD7	0.16	0.4837	0.1174	0.2705	0.1846	0.0535	0.1249	0.3426	0.3006	0.296	0.0435	0.1383	0.6281	0.3528	0.2176	0.0262	0.0682	0.3063	0.199	0.1408	0.5429	0.2254	0.8563	0.2698	0.739
GLG1	0.7732	0.8793	0.1435	0.3073	0.2243	0.351	0.3457	0.4586	0.5234	0.1471	0.3982	0.2204	0.2259	0.2233	0.3331	0.0702	0.1306	0.0312	0.0432	0.3859	0.6788	0.3778	0.3361	0.0411	0.4854
RFWD3	0	0	0	0	0	2e-04	0	0	0	3e-04	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0
MLKL	0	0	0	1e-04	0	0.005	0	2e-04	0	0.0401	4e-04	0	0	0	0.1502	3e-04	0	0	0	4e-04	0	0.0095	0.0112	0	0
WDR59	0	0	0	0	0	0	0	0	0	0.0032	0	0	0	0	6e-04	0.0014	0	3e-04	0	4e-04	0	0	0	0	0
ZNRF1	1e-04	0	9e-04	0.0152	0	0.016	1e-04	0.0021	0.0029	0.0073	8e-04	0.0324	0.5402	0	0.2734	3e-04	0.003	0.1002	0.2278	0	0.0025	0.0635	0	0.3117	0
ZFP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCAR1	0.0014	0	3e-04	0	0.0157	0	9e-04	0	0	0	0.0019	0	0	0	0.267	0	0	0.0019	0.0024	0.029	0	0.4571	0	0	0
CFDP1	0.504	0.544	0.1921	0.1201	0.4066	0.1304	0.474	0.1201	0.1965	0.0371	0.1931	0.0589	0.2056	0.1666	0.2349	0.0238	0.1098	0.277	0.1727	0.3896	0.4447	0.473	0.0098	0.0556	0.0195
TMEM170A	1e-04	0	0	0.129	0	0.0107	0	0.0477	0.0553	0.0664	0	0.0071	0.0258	0.1636	0.1226	0.0055	0	0.0024	0.0096	8e-04	0.013	0.0603	0.0209	0.0069	0
TMEM231	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0
GABARAPL2	1.2849	1.3842	0.9159	1.0913	1.0255	0.7151	1.2809	0.9531	1.0766	0.6757	0.5548	0.9911	0.9945	1.1359	1.6515	0.8058	0.8249	0.5977	1.2374	0.6443	0.9833	2.6032	0.855	0.7081	1.5488
ADAT1	0	0	0	0.0024	0	0	0	7e-04	0	1e-04	0	0	0	0	0.0032	3e-04	0	3e-04	0	0	0	0	0	0	0.0122
KARS	0	0	0	6e-04	0.0128	6e-04	0.0031	0.0031	0.0011	0.0179	0.0039	0.001	0.0065	9e-04	0.0629	5e-04	0	0.0559	0	0.0012	0.0136	0.0032	0.0028	0	0.0488
TERF2IP	0.5442	0.6668	0.3338	2.1043	0.3328	1.0964	0.5614	1.4294	1.5516	0.2223	0.4231	1.3354	1.3138	1.202	0.708	0.3067	0.6291	0.1744	0.4365	0.3147	1.2545	0.7397	0.7657	1.2633	0.8854
MON1B	2e-04	0	0	1e-04	0	0	0	0.0016	4e-04	0.0019	4e-04	0	5e-04	0	0.0661	0.003	0	0	0	0	0	0.0127	0	0.0012	0.0049
SYCE1L	0	0	0	0	2e-04	0	0	0	0	3e-04	0	0	0	0	0.0013	0	0	0.0081	0	0.0046	0	0	0	0	0
NUDT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VAT1L	0	0	1e-04	0	9e-04	0	0	0	0	0	0	0	0	0	0.0071	0	0	0	0	0	0	0	0	0	0
WWOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6e-04	0	0	3e-04	0	0	0	0	0	0	0
MAF	0.5895	0.658	0.689	0.9897	0.4568	1.0042	0.4351	0.3019	1.9117	0.7302	0.8248	1.0996	1.5645	0	0.0539	0.1467	0.5875	0	0.2974	0.465	0.9098	2.0286	0.0195	0.6149	0
DYNLRB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDYL2	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0
CMC2	0.0307	0.0212	0.0191	0.5841	0.0036	0.2919	4e-04	0.4036	0.226	0.0331	0.0214	0.493	0.5909	0.1274	0.0539	0.0055	0.0772	0.0745	0.2974	0.0538	0.1174	0.2571	0.2218	0.4569	0.1244
CENPN	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0.0084	0.0024	0	0	0	0.0014	0	0
ATMIN	0	0	0	0	0	0	0	2e-04	0	0.0012	0	0	5e-04	0	0.0013	0	0	2e-04	0	8e-04	0	0	0	0	0
C16orf46	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCSH	0.278	0.0627	0.1507	0.0067	0.4935	0.005	0.4506	0.0048	0.0125	0.004	0.0723	0.0037	0.003	0.0013	0.0282	5e-04	0.0653	0.5977	0.06	0.1395	0.008	0.1143	0.0488	0.0012	0
GAN	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMIP	1e-04	0	4e-04	0.1789	0	0.0329	0	0.1529	0.0297	0.3409	8e-04	0.0338	0.0094	0.0175	0.9814	0.1396	0	0.0029	0.0743	0.0182	0.0019	0.0825	0.0028	0.1323	0.0146
PLCG2	0.429	0.2648	0.1398	0.166	0.2277	1.619	0.3502	0.7065	0.1966	0.2752	0.6084	0.1391	0.3982	1.6502	0.4955	0.5029	0.1929	0.4422	0.3837	0.5143	0.5361	1.1016	0.9149	0.1988	0
SDR42E1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD17B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPHOSPH6	0	0	0	4e-04	0.0012	7e-04	0.0011	0.0014	0	0.2055	0	0	0	0	0	0.003	0	0	0.0072	0	0	0	0	0	0
CDH13	0.0031	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0.0584	0	0	0	0	0.0012	0	0.0571	0	0	0
HSBP1	0.8893	0.8977	0.861	0.1766	1.0843	0.1563	1.1203	0.2242	0.2518	0.8374	0.5319	0.1075	0.2254	0.3438	0.7644	0.2772	0.3917	0.9275	0.6307	0.8551	0.37	0.927	0.4533	0.1468	0.1634
MLYCD	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSGIN1	0	0	0	0	0	0	0	0	0	7e-04	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0
MBTPS1	0.2537	0.342	0.0175	0.0613	0.1027	0.0878	0.1506	0.0613	0.0925	0.0097	0.1364	0.0339	0.0258	0.0601	0.0899	0.0016	0.0415	0.0267	0.0647	0.135	0.2353	0.1905	0.6848	0.002	0.1122
HSDL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
DNAAF1	1e-04	0	0	0	0	0.0011	0	2e-04	0	0.0808	8e-04	1e-04	0	0	0.0013	0.0025	0	0	0	0	0	0	0.9372	0	0
TAF1C	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0.0128	0	0	0	0	0	0	0	0	0	0
MEAK7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COTL1	0.1002	0.1288	0.0765	1.5708	0	0.9039	0.0225	0.7384	0.9997	3.3525	0.0641	1.04	1.3078	1.2233	0.4185	1.7697	0.2196	0.1583	0.5276	0.1511	0.8616	0.2476	0.0112	1.5327	0.161
KLHL36	2e-04	0.001	4e-04	3e-04	8e-04	0.0013	3e-04	0.0022	0.0089	0.0013	0.0058	0	0.002	0.003	0.027	0	0	0.0012	0	0.0017	0.0142	0.0222	0	0	0
USP10	8e-04	0.0023	0.0039	0.003	0.0122	0.005	4e-04	0.0064	0.0209	0.0745	0.021	0.0051	0.0228	0.0426	0.0584	0.7872	0.0119	0.0154	0.024	0.0153	0.1291	0.0127	0.0042	0	0.0244
CRISPLD2	1.5774	0.6251	0.2156	0.003	0.1357	0.0355	0.121	0.01	0.0167	0.0148	0.4957	0.0028	0.002	0.0081	0	0.133	0.1187	0	0.0312	0.9917	0.0247	0	0	0	0
ZDHHC7	8e-04	0.0085	0	0	0	0	0	0	0	0.0386	0	0	0	0	6e-04	0	0	0	0	0	0	0.0095	0	0	0.0073
KIAA0513	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0	6e-04	3e-04	0	0	0	0	0	0	0.0042	0	0
GSE1	2e-04	0	0	8e-04	0	0	0	0.0095	0	0.0022	0	0	0	0	0.1142	0	0	0.0188	0.0264	8e-04	0	0	0	0	0
GINS2	0	0	0	0	2e-04	0	0	5e-04	0	0.0011	0	0	5e-04	0	0	0	0	0.0255	0	8e-04	0	0	0.0028	0.0028	0
C16orf74	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077	0	0	0	0	0	0	0	0	0.0725	0	0
EMC8	2e-04	0	0	0	3e-04	0	0	2e-04	0	0.0016	0	0	0	0	0.009	0	0	0.0111	0	8e-04	0	0	0	0	0.0049
COX4I1	2.2398	2.5681	4.1263	3.3326	4.6207	2.8845	4.8033	3.8925	4.5774	3.2396	2.4553	3.5181	3.4499	5.6881	2.8453	1.4567	2.9169	3.1691	4.0408	1.9884	7.4775	3.5841	3.0042	2.3069	4.5659
IRF8	1e-04	0	0	0.0025	0	0.0044	0	0.1508	4e-04	0.3181	8e-04	0	0	0.8317	6e-04	0.0066	0.0119	0.0038	0.0432	0.0012	6e-04	0.0952	0.0251	8e-04	3.6512
FOXF1	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTHFSD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C16orf95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
FBXO31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0668	0	0	0	0	0	0	0	0	0	0
MAP1LC3B	1.0245	1.0477	1.1563	1.3381	1.1663	1.0963	0.9652	1.2755	1.3461	1.236	1.3155	1.2366	1.0978	1.251	2.4628	2.0246	0.816	0.3891	1.1823	0.7627	1.1618	1.1714	1.251	1.019	0.9317
ZCCHC14	1e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212	0	0	0	0	0	0	0.0063	0	0	0
KLHDC4	0	0	0	0.003	0	9e-04	0	0.0429	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0.0126	0	0.2854
SLC7A5	0	0	0.002	0.7282	0	0.219	1e-04	0.4274	0.3196	0.3864	0.0039	0.5341	0.2378	0.0401	0	0.3395	0.0742	0	0.1871	0.0137	0.0488	0.0063	0.7476	0.2931	3.8585
BANP	3e-04	0	0	0.0053	0	2e-04	0	0.026	1e-04	0.0271	0	0	0.0536	0.0149	0	3e-04	0	3e-04	0.0048	0	0	0	0.0056	0.0016	0.9634
ZNF469	5e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0
ZFPM1	0	0	0	0	0	0	2e-04	0.0014	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0
ZC3H18	1e-04	0	2e-04	0.1189	3e-04	0.0213	0	0.1224	0.0565	0.0711	0.0097	0.0192	0.0313	0.0175	0.0096	0.0096	0	0.0098	0.0048	4e-04	0.0136	0.0698	0.0014	4e-04	0.0293
CYBA	0.9498	0.6303	0.674	4.2227	0.3722	2.619	0.5997	5.8125	3.4624	6.0567	0.3978	3.0431	3.3347	6.764	0.3357	2.7372	1.2255	2.1758	1.9592	1.0021	2.6485	0.6444	15.1353	3.3601	11.3707
MVD	0	0	0	0.0056	0	2e-04	0	0.0491	7e-04	4e-04	0	0	5e-04	0	0	0	0	0.0021	0	0	0	0	0	0	0
SNAI3	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF166	0	0	0	0.1801	0	0.043	0	0.214	0.0433	0.0378	0	0.0521	0.0045	0.0013	6e-04	0.0066	0	0.0012	0	0	0.0043	0	0.0028	0.0056	0.0195
CTU2	0	0	0	0	0	0	0	0	0	1e-04	0	0	5e-04	0	0	0	0	0	0	0	0	0	0	0	0
PIEZO1	6e-04	0.0026	0.0095	5e-04	0.0204	0.0011	8e-04	7e-04	0.0012	0.0121	0.0291	6e-04	0.001	0.0013	0.4615	0	0	0.0158	0	0.0141	0	0.7841	0.0042	0	0
APRT	0.9266	1.2319	1.032	1.4661	1.1358	1.196	1.193	1.6784	1.9605	0.8981	0.5556	1.5428	1.429	1.6314	0.8678	0.4889	0.9941	1.0989	1.0048	0.7735	2.2668	1.0159	1.2148	1.1516	1.8634
GALNS	1e-04	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	0	0
TRAPPC2L	0.4397	0.4479	0.3288	0.1268	0.6487	0.0628	0.6324	0.2085	0.237	0.0533	0.1768	0.0452	0.3272	0.164	0.1868	0.0208	0.1691	0.2493	0.1823	0.1598	0.3941	0.3746	0.5718	0.1081	0.0293
CBFA2T3	0	0	0	0	0	0	0	0	0	4e-04	0	0	0	9e-04	0	0	0	0	0	0	0	0.0063	0.0014	0	0.2585
ACSF3	0	0	0	1e-04	0	0	0	3e-04	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0
ZNF778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD11	0.635	0.7715	0.9027	1.2975	0.5974	1.1045	0.8024	1.3422	1.4251	1.1139	1.174	1.1432	1.1549	1.4538	0.8793	0.7258	0.8338	0.4233	0.5827	0.612	1.3508	0.819	0.8787	0.9319	6.7024
SPG7	0.0479	0.0679	0.0069	0.1636	0.0219	0.2436	0.0386	0.1017	0.1889	0.1174	0.1317	0.1288	0.1271	0.271	0.156	0.0128	0.0326	0.0668	0.0384	0.1043	0.3527	0.1873	0.0335	0.027	0.4561
CPNE7	0	0	0	3e-04	0	0	0	7e-04	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
CHMP1A	0	3e-04	0	5e-04	0	2e-04	0	0.0017	0	0.003	0	0	0.001	4e-04	0.0013	0.0016	0	0.0098	0.0024	0.0017	0	0.0127	0	0	0
SPATA33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0
CDK10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	5e-04	0	0	0	0.0063	0	0	0.0073
SPATA2L	0	0	1e-04	0.0017	0	0	0	9e-04	1e-04	0	0	0	5e-04	0	0	5e-04	0	5e-04	0	0	0	0.0063	0	8e-04	0
VPS9D1	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0
ZNF276	0	0	0	0.0785	0	0.0141	0	0.0998	0.0136	0.0085	0	0.0089	0.0025	0	0.0039	0.0134	0	7e-04	0	0	0.0025	0	0	4e-04	0
FANCA	0	0	0	1e-04	0	0	0	9e-04	0	4e-04	0	0	5e-04	0	0	0	0	0.0139	0	0	0	0	0.0028	0	0
SPIRE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF25	0.8937	1	0.9539	1.2226	0.7942	1.2235	0.9175	1.361	1.252	0.9359	1.0975	1.1086	1.1058	1.3332	0.8498	0.6668	0.7715	0.4489	1.1127	0.9731	1.3842	0.9524	1.2664	1.0597	1.3049
MC1R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB3	0.0348	0.0189	0.0021	0	0.0326	4e-04	5e-04	0	0	8e-04	0.0039	0	0	0	0.0116	0.0027	0.0089	0.3682	0.0144	0.2182	0	0	0	0	0
DEF8	1e-04	8e-04	0	0	5e-04	0	0	2e-04	0	0.0032	0	0	0	4e-04	0.0013	0	0	0.0033	0	0	0	0	0.325	0	0.0146
DBNDD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0
GAS8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3e-04	0	0	0	0	0	0	0
DOC2B	0	0	0	0	0	0	0	0	0	1e-04	0	0	0	0	0.724	0	0	0	0	0	0	0.1556	0	0	0
RPH3AL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212	0	0	0	0	0	0	0	0	0	0
C17orf97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0
